user_id,species,source,device,p_view,p_cart,p_purchase
U00085,2,0,1,0.6157353975974531,0.39021605280524196,0.4381726435872155
U00086,2,4,0,0.5324365723952708,0.453513451833562,
U00087,1,2,2,0.4696430829352349,,
U00088,1,1,2,0.7824659241164571,,0.7170081929505983
U00089,0,0,1,0.4643305303664731,,
U00090,1,1,1,0.6601137695989933,,
U00091,2,2,0,0.7011550011775419,0.37800573429060963,
U00092,1,4,0,0.5756651167800919,,
U00093,3,0,0,0.6036008279763018,,
U00094,1,1,1,0.7663250391452782,0.5074966136172636,
U00095,3,0,2,0.6295951119997868,,
U00096,1,2,0,0.5492476014374358,0.3838787619127393,0.4464261871842468
U00097,1,4,0,0.6916417997107955,0.31524395868358623,
U00098,1,0,1,0.6201826223635227,0.4525481891534037,
U00099,2,4,1,0.5467608720540424,,
U00100,2,2,2,0.7408206241800377,0.3906436786009028,
U00101,2,4,0,0.6370193906064426,0.4403039976161949,0.5724588312825775
U00102,1,2,0,0.6445083747279957,0.4970918536186344,0.5764252537181909
U00103,2,2,2,0.5585520397016676,,
U00104,1,4,0,0.45946283655198994,0.35653024801733163,
U00105,0,1,1,0.6374034389563645,,
U00106,2,4,1,0.749947414289411,0.4765007780074135,
U00107,1,2,1,0.6841908357651099,0.4349414812415479,
U00108,3,1,1,0.662500428496472,0.30382297129995645,
U00109,2,4,1,0.4680113371235771,,
U00110,2,2,1,0.6359349106958313,,
U00111,2,4,1,0.6663675065912146,,
U00112,2,0,1,0.6533390153112008,0.43772994813297383,
U00113,0,1,1,0.5709598885924048,0.30178464316583137,
U00114,3,1,1,0.45952732372249977,0.32084651198056885,
U00115,1,2,1,0.49382429582323084,,
U00116,0,1,0,0.7113289964748165,0.42326715902684137,0.5194473857829123
U00117,3,1,1,0.6440080679201571,0.3564606471207455,
U00118,2,2,1,0.5391276462564294,,
U00119,0,4,0,0.5157067349204123,,
U00120,1,3,0,0.8534440995862813,0.6153722872725177,
U00121,3,3,1,0.6493613522499031,0.3897715521045416,
U00122,0,1,0,0.7320000305295439,0.4592939129673234,
U00123,2,1,2,0.7087846366658134,0.4476845635678403,
U00124,2,2,0,0.8007686695181591,,
U00125,2,4,1,0.4175222499273617,0.3407131944736766,
U00126,1,1,0,0.6030444495228561,0.3443728037253435,
U00127,3,2,1,0.49654846332279784,,
U00128,0,1,0,0.5705932335489602,0.3512423086625151,
U00129,2,2,2,0.6469707282829926,,
U00130,1,1,1,0.7912358368856357,0.500430115720589,
U00131,1,1,2,0.6997311175667813,0.5026429569272783,0.5813108027122234
U00132,2,1,1,0.45823620902788753,0.3373449036576939,0.3662307771451016
U00133,2,3,2,0.48817436232966005,0.350798361024219,0.4345440782400719
U00134,2,0,0,0.695114762961232,0.3810300772705256,
U00135,0,2,1,0.6548592966220379,,
U00136,2,4,0,0.5729455712402285,0.35000065657386975,0.4803911740670357
U00137,1,4,1,0.6007109768983324,0.3831991771242123,0.44729054436775534
U00138,1,1,1,0.6636393352694177,0.4619713944740992,0.5089242791098588
U00139,2,4,0,0.6277640500331498,,
U00140,4,0,1,0.5960252474423681,,
U00141,4,0,0,0.5608553248709458,,
U00142,2,1,1,0.5483476013209337,,
U00143,1,3,1,0.45326450205827545,,
U00144,2,1,2,0.5930796931891653,,
U00145,2,3,1,0.6363097152413365,,
U00146,2,1,0,0.5443370484218744,0.3684416912411058,0.4041191230273671
U00147,1,4,0,0.5386075373507373,0.39741628033360227,
U00148,1,4,0,0.6184186077624022,,
U00149,2,4,2,0.7096065550221565,0.3745841422622061,
U00150,2,0,0,0.7127074267759048,0.39976646363299523,0.602962170310675
U00151,0,4,1,0.5637684555321897,0.34806581995177854,0.44915196811570696
U00152,2,4,0,0.6582483187231277,,
U00153,2,2,1,0.6748808076616507,0.4396035845868914,0.5162927257840265
U00154,1,0,1,0.662886063316907,0.3958222490540247,0.4728634331472347
U00155,4,2,2,0.6545026594121947,0.2871212999512755,0.7044646351914517
U00156,2,1,0,0.685297938645644,0.38331085509607693,0.5024018622985857
U00157,1,0,0,0.5424542876437755,,
U00158,3,0,0,0.5170385159728058,,
U00159,2,4,0,0.6690327740718379,0.3804921535212348,
U00160,1,4,2,0.6186362622127786,,
U00161,2,4,1,0.36936313356395845,0.36949650827948316,0.4387661833898691
U00162,1,1,1,0.6305938226059786,,
U00163,1,1,1,0.7215566521950346,0.42673961912219754,
U00164,1,1,0,0.5224866830361675,0.39584752189808037,
U00165,2,0,1,0.5977914662301954,0.3948557831569359,
U00166,3,0,1,0.6485834972284114,,
U00167,2,3,1,0.4880371594416134,,
U00168,2,2,2,0.6493881648260572,,
U00169,2,1,0,0.8130040648704994,0.5621291308485411,0.6246960516211979
U00170,1,2,1,0.5088056107963295,,
U00171,1,2,1,0.6681356323597194,0.36135195906846374,
U00172,2,4,1,0.4611515479316765,,
U00173,1,0,1,0.6798424133224057,0.4747266533915754,0.5151372463134155
U00174,2,3,1,0.6490062095234534,,
U00175,1,4,2,0.5220740358786893,,
U00176,2,3,2,0.5642740579079978,,
U00177,1,1,1,0.5472587752799665,,
U00178,2,1,1,0.7250557733431846,0.4882841296249691,
U00179,0,4,1,0.42922476700574963,0.38882679129551034,
U00180,2,0,1,0.49595944788278246,,
U00181,2,2,1,0.6689991218701599,0.38062461656663815,0.4655513203379488
U00182,2,3,1,0.5011120080304027,0.3899698158634013,0.39093207672010755
U00183,0,4,1,0.563884005125402,0.3780182681775101,0.4934728014793753
U00184,0,1,0,0.7500068163629999,0.4774279095219514,
U00185,2,2,0,0.5074946432068227,0.3671485633753856,
U00186,1,0,0,0.7582355683420245,,
U00187,3,1,1,0.648640034752277,0.39583998695157135,
U00188,1,4,2,0.5995281561903344,0.44790857171449006,
U00189,1,2,2,0.6760047069725608,0.3877583741105367,
U00190,2,2,1,0.4666242639004517,0.3613813565416759,
U00191,2,4,1,0.5992511992778629,,
U00192,0,4,1,0.43972905663507256,,
U00193,0,3,1,0.6551283888020494,0.32607598177165453,0.45414702960102177
U00194,1,0,1,0.7893697464026186,0.5582632309677685,
U00195,2,4,0,0.7736613692122688,,
U00196,2,1,1,0.48934110303500483,0.31545714491675664,
U00197,1,2,1,0.5440870640957898,,
U00198,0,1,1,0.636034114668396,,
U00199,0,1,2,0.6971166146242951,,
U00200,3,4,1,0.44286190000898423,0.28935432831087043,
U00201,1,1,0,0.6994844355239053,0.4242903738429231,
U00202,2,0,1,0.6816558206218235,0.4991561572752887,0.550013645609446
U00203,2,1,1,0.6904334427584325,0.4638947511334488,0.5032685301421339
U00204,0,0,0,0.5540225734309874,,0.4788297688599813
U00205,1,1,1,0.487098800843782,0.31322879492294964,
U00206,2,1,1,0.4784469422378835,0.3066189557313685,
U00207,2,1,1,0.5081599449145223,,
U00208,1,3,0,0.6851392426197536,0.40746888627735844,
U00209,2,2,0,0.6388239417697044,0.4413130969081539,
U00210,2,1,1,0.6999544430915745,,
U00211,1,2,0,0.7047345100272153,0.4238398283598683,
U00212,1,0,1,0.46786088948684124,,
U00213,1,3,0,0.7376890391869023,0.5056622449653072,
U00214,2,4,1,0.5925602168475252,0.4390868835032138,
U00215,1,0,0,0.7442734195135733,0.46591323229686266,
U00216,2,1,2,0.5349485923064232,,
U00217,2,4,2,0.4845413715685942,0.31707916154019844,
U00218,1,3,1,0.625868250564662,0.41596094072592715,
U00219,1,4,0,0.47079843972071567,0.3796865166141623,
U00220,3,1,1,0.6228111318288521,0.33231445999246634,
U00221,1,1,2,0.5491885395334691,,
U00222,1,2,1,0.4414437199399774,,
U00223,2,0,1,0.5074706655669236,0.30367522863668167,
U00224,2,4,1,0.5810212719750772,0.38510973277119603,
U00225,2,3,1,0.7813289380920164,,
U00226,2,1,0,0.9475222734706671,,
U00227,4,4,2,0.7436980500348824,0.3715173625191813,
U00228,2,3,0,0.5755019245777321,,
U00229,0,4,0,0.6622467449921762,0.3480196518734819,0.5227500107112854
U00230,1,1,0,0.746280282857004,0.49151911528486253,
U00231,3,4,1,0.5647668045841688,0.274624763448627,
U00232,1,2,1,0.48871165820465645,,
U00233,1,1,1,0.4126165766193081,0.2158897159420392,
U00234,1,3,1,0.6519739469387261,,
U00235,2,2,1,0.6533920004411581,0.5185942833982301,0.5319907900539895
U00236,1,1,1,0.6721152601557099,0.3824272606265404,
U00237,2,2,1,0.5178461705496219,0.37171291268824275,
U00238,2,4,1,0.46648802842431425,0.11071143321153,0.903651736355507
U00239,1,4,2,0.4210775183040423,,
U00240,2,2,1,0.5462473535510197,,
U00241,0,3,1,0.6759324187367198,,
U00242,4,1,0,0.6588692804824944,0.3509006945606958,
U00243,0,4,1,0.6425380496388682,0.4026818017840062,
U00244,2,4,1,0.5743293256187888,0.4036583104695979,
U00245,2,4,1,0.7405471710820327,0.48551701611283343,
U00246,0,4,1,0.592229461826965,,
U00247,1,1,1,0.4584046558582255,,
U00248,4,0,1,0.7957838661284163,,0.7341959113955551
U00249,4,4,0,0.5984177548780187,0.3511348787807404,0.6998974889135007
U00250,0,1,0,0.5366239745153958,0.4034759268500922,0.44775178523209447
U00251,2,2,1,0.5277445798378161,0.1223525577074137,
U00252,2,2,1,0.5093518188021805,0.31511918490983376,0.39169583604230307
U00253,0,4,1,0.7397474246665797,0.5312397316855465,0.6048823259532117
U00254,2,1,0,0.804919630772244,0.41887722242475606,0.6959399162863027
U00255,2,0,1,0.6689460101639236,0.40623287334549474,0.4518856856906732
U00256,1,1,0,0.529463977143018,0.36617845627501816,
U00257,0,1,0,0.8187976513514224,0.5482934903104301,
U00258,1,2,1,0.43161296872657834,0.3513539623262688,
U00259,1,1,1,0.794382391461954,,
U00260,2,1,1,0.4334192422727002,,
U00261,1,1,1,0.47888763119238703,,
U00262,4,1,1,0.6239927657106157,0.4029676425484414,0.633279524017325
U00263,2,1,1,0.6971594942687471,0.4423383283802098,
U00264,1,3,1,0.4325405224816685,,
U00265,0,1,1,0.4808789416372789,,
U00266,1,1,0,0.5765567715781778,0.3055169801769985,0.5716236990871847
U00267,1,1,1,0.789201392281531,0.5058659117089884,0.571293311312578
U00268,1,3,2,0.5896163809300554,0.31471183122685764,
U00269,2,4,2,0.5249722332977261,,
U00270,2,4,2,0.4626904085710918,0.334789941051882,
U00271,3,2,0,0.7850122604352703,,
U00272,3,4,1,0.46453432614127393,,
U00273,0,4,1,0.5384486661669382,0.4015846638938551,
U00274,0,1,0,0.6509062374068318,0.43643589889405665,
U00275,1,4,0,0.4927213487523995,,
U00276,1,4,0,0.5515988352520408,,
U00277,3,0,2,0.555385974319393,0.28256677112988904,
U00278,1,1,1,0.627568095219314,0.3797105580250525,
U00279,1,0,1,0.5728034835909284,0.3109213588737539,
U00280,3,1,1,0.6555113597236044,,
U00281,0,1,1,0.4842772064184518,,
U00282,2,4,1,0.4815570433497519,,
U00283,2,3,0,0.6614461691606245,0.4018981280872752,
U00284,2,4,0,0.686888754872987,,
U00285,1,0,1,0.724387722637338,0.43652872548192106,0.44033163523960434
U00286,2,1,2,0.793711436808225,0.5412763601082916,0.6445581975216984
U00287,1,1,0,0.9362687983064739,0.8150327347793948,
U00288,1,1,0,0.7307138777542657,0.35833883577781445,
U00289,2,4,1,0.5265947514816983,,
U00290,1,1,0,0.8517859218744461,0.593956175555338,0.6425438242687977
U00291,2,1,0,0.5837467045823506,0.4272136356108772,
U00292,2,2,1,0.5174483458072912,,
U00293,3,1,1,0.48346572731889526,,
U00294,2,0,2,0.5442764883041277,0.321057923636218,0.4648236307982263
U00295,2,4,1,0.48418327811508344,0.3387533203004803,
U00296,1,4,1,0.4428941481361086,,
U00297,3,0,1,0.49226259375568293,0.2663103367225015,
U00298,2,4,0,0.5111438483239629,0.32725850271891893,0.4471753862763849
U00299,1,1,0,0.6060547278348389,0.4250731133012498,0.4555407627032506
U00300,2,2,1,0.5451467436775543,0.3400241100753478,0.3986406606239069
U00301,2,2,1,0.5031956110580572,0.39379384896360803,0.3816779665059072
U00302,1,1,2,0.5511039693471875,,
U00303,1,1,0,0.5546470634651793,,
U00304,1,2,0,0.6133359532661403,,
U00305,1,4,1,0.4388836321465854,,
U00306,4,0,1,0.618512344283245,,
U00307,1,4,1,0.4836752916153989,,
U00308,2,1,0,0.5319297410555781,,
U00309,3,0,1,0.4935667432722687,,
U00310,2,4,1,0.3785379044146962,0.3821213629952819,
U00311,1,1,1,0.46384198120981046,,
U00312,2,4,1,0.46731791598409983,0.311481192807779,0.4205180569239456
U00313,2,2,0,0.5404415104631867,,
U00314,4,0,1,0.5210503239466409,,
U00315,3,1,0,0.8333445301402672,0.5294916475134319,0.6829866044642148
U00316,1,4,2,0.49466693407578977,,
U00317,1,2,1,0.5964532420420959,0.4940065788872636,0.5580605453830788
U00318,2,2,0,0.6328801425567765,,
U00319,2,0,2,0.6482027666779975,0.42408598378975454,0.5926802490088643
U00320,2,1,2,0.7003224533058262,0.44814268542229,0.5438115755230608
U00321,1,2,1,0.7752575025110316,0.5493426500209626,0.5798387105787381
U00322,1,0,1,0.44022427593303204,,
U00323,1,1,1,0.5360850081143866,0.38212909400833744,
U00324,2,4,0,0.7176295212352447,,
U00325,4,4,0,0.785793760105242,0.4637039243708007,
U00326,1,0,0,0.8701236601508686,0.4766525596832651,
U00327,1,1,1,0.5078664900941662,0.3507304043807861,
U00328,1,0,1,0.5819670762292194,,
U00329,1,3,0,0.7381885901917717,,
U00330,2,2,1,0.4351364897101727,0.36639096822581135,0.380633722601586
U00331,2,3,0,0.646187511114739,0.4385135776340384,0.4849708958476283
U00332,3,3,1,0.697899279352977,0.40520552055616416,
U00333,2,1,1,0.6434156920987208,,
U00334,2,0,1,0.46169186759979153,,
U00335,2,4,1,0.46386516694655106,,
U00336,2,2,1,0.8538441311159425,,
U00337,0,1,1,0.5005907449148955,0.3695847608466914,0.47829433597822546
U00338,1,3,1,0.4357731721381927,,
U00339,1,0,1,0.5276722130684739,,
U00340,2,2,1,0.7155582044073555,,0.522816095228829
U00341,1,1,0,0.695370623522017,0.412405459757762,0.5073520139589178
U00342,1,1,1,0.5221119297546666,0.45292706205547156,0.46876644653159744
U00343,2,2,0,0.7816104627947787,0.5290346839655117,
U00344,1,1,0,0.6206386272046011,0.3667250911539589,0.4389784977175696
U00345,2,2,0,0.8474611722902344,0.568816798457825,
U00346,1,1,2,0.42611329216096466,0.09960839662095831,
U00347,1,0,1,0.48905775768987564,0.28338366596700165,
U00348,2,4,0,0.6556912763289964,,
U00349,2,0,2,0.5723095647887292,,
U00350,1,0,0,0.814932344054996,0.5159355241005713,
U00351,1,4,1,0.47231112067169095,,
U00352,0,1,1,0.5294561687247902,,
U00353,1,1,1,0.5377717617062437,0.4150608915843507,0.3914305245979068
U00354,2,0,0,0.8248382280935194,0.6009036324543753,
U00355,2,4,0,0.5311639633009055,0.3446588523571092,
U00356,1,2,1,0.5110643301063318,0.3696288133718778,0.38842214672164116
U00357,2,4,1,0.42358809076269427,,
U00358,1,4,0,0.6633988445755299,0.44583429175626854,
U00359,0,4,1,0.4584602778077939,,
U00360,1,1,0,0.5542346562421288,0.35201159564659473,0.4019549657544637
U00361,2,4,0,0.49004461459124926,0.31890726609773523,
U00362,1,3,1,0.4823451201990039,0.439496298957526,
U00363,1,2,0,0.6760418797804887,0.45756053988358336,0.5087639603389426
U00364,1,4,1,0.46043508300632086,,
U00365,0,0,0,0.704685443386522,,
U00366,2,2,2,0.7228854745466341,0.4476154386600942,
U00367,4,4,0,0.5125262260424517,0.2995813278655429,
U00368,0,1,1,0.5260512727987788,,
U00369,2,1,1,0.8307720802517128,0.528903433786636,0.5431848371409785
U00370,2,4,1,0.5429039556511722,,
U00371,2,3,1,0.6887620259988321,0.4412348471493984,0.5081188664988115
U00372,2,0,1,0.5202683446408471,,
U00373,2,1,1,0.6131678560870908,0.48435686604452605,0.580478588202334
U00374,1,1,1,0.8284450537184298,,0.5845478654150547
U00375,2,2,1,0.690982973881359,0.46525810929307604,
U00376,2,2,1,0.5194033672937719,0.3585257862264713,
U00377,3,0,2,0.5087741920874898,0.2668049392317318,
U00378,2,0,0,0.5561791302144637,,
U00379,3,1,1,0.46189973645548854,0.3497995522266423,0.49643577100638847
U00380,2,2,1,0.5360694066157913,,
U00381,2,2,1,0.4807124006704221,0.334105389610793,
U00382,1,1,1,0.5871286069053612,0.46877934818342776,0.5107840564032533
U00383,1,2,1,0.4406830104274804,,
U00384,0,1,0,0.6896905865339901,,
U00385,1,1,0,0.8136099510704836,,0.6752120650782957
U00386,3,1,0,0.6740338371252294,0.4179148387207306,
U00387,2,1,1,0.6932752356887741,,
U00388,2,4,2,0.5094365173649329,0.3522827394820727,
U00389,3,4,2,0.5649943534999441,0.3378950297919694,0.5223918873664196
U00390,3,4,1,0.5851945173117327,0.4979168420246088,0.5767569760686253
U00391,4,4,1,0.39422834493419806,0.09329791776852688,
U00392,1,1,1,0.6383839399985891,0.4136226928622761,
U00393,2,1,1,0.49619538581473716,,
U00394,3,0,0,0.5467737945266596,,
U00395,2,4,1,0.582975068850436,,
U00396,0,1,1,0.66765847096011,0.39245228620285616,0.4484731400934252
U00397,0,2,1,0.6266478633311942,,
U00398,1,2,1,0.6681095307028654,0.4304043149133946,0.4273318514081455
U00399,3,2,0,0.5425965650489492,0.29643493271649146,0.49439942084424626
U00400,3,4,0,0.5525780459192684,0.1449360767340543,
U00401,2,1,0,0.7204637479383307,0.49434354264812747,
U00402,0,0,1,0.6731274936302377,0.41257108629801825,0.5497795401414673
U00403,1,1,0,0.5960171363627021,,0.4492971203485234
U00404,3,4,1,0.563314247258198,0.3685958269044577,
U00405,2,1,0,0.6576616956954411,,
U00406,0,2,1,0.4537703216228218,,
U00407,2,1,1,0.8256594453331688,0.5917927329722336,
U00408,2,3,1,0.6058352715467209,,
U00409,0,2,1,0.4362550730011988,0.33224221173236185,
U00410,2,4,2,0.518389997198582,0.2322588408577895,
U00411,2,2,1,0.7032831571977655,,
U00412,4,0,1,0.7744920735802686,0.4172581316101375,0.6907470679939538
U00413,4,2,1,0.751712166966504,0.5112626029669709,0.6238155139656735
U00414,1,4,0,0.6196484703453005,0.42804787379499043,
U00415,1,2,1,0.6770254123435049,,
U00416,1,4,0,0.6368631768203072,0.422427337416724,0.462443690307106
U00417,2,3,0,0.7381830052816833,0.5118007245888081,0.5475626957204013
U00418,2,4,1,0.5928097644113681,,0.5554920829906096
U00419,1,4,1,0.43945166295423793,0.32818014444487237,0.40765715977117667
U00420,3,2,1,0.4878944657264563,0.27643164265779435,0.42542587444484947
U00421,3,2,0,0.5410537215842689,0.30229285427303937,
U00422,3,0,1,0.4776057673967202,0.30909685909642626,
U00423,2,1,1,0.6884691737428725,0.40964029673399394,
U00424,1,4,0,0.7678572937130176,0.5334249768351238,
U00425,2,3,0,0.6852912239796168,0.4173564058496996,0.49137027108929265
U00426,1,2,1,0.6696519650777238,0.43884198455870127,0.4515242032450163
U00427,1,2,1,0.5435847142232099,0.3560901269178944,0.3547196616368019
U00428,0,1,1,0.5778306874406774,,
U00429,2,4,1,0.42672304536393213,,
U00430,2,0,1,0.4516700668017879,,
U00431,2,2,2,0.6650429609834339,0.47131484915033994,
U00432,3,1,1,0.48497619784979945,0.26918842508763213,
U00433,1,2,0,0.5445952948475004,0.3382299853894431,
U00434,2,4,0,0.5313112128235865,,
U00435,2,1,1,0.6550757657900066,0.44761808829764366,
U00436,1,4,0,0.7233298338514896,,
U00437,2,1,1,0.5285470354666251,0.35251347331061217,0.4123671511125477
U00438,3,4,2,0.4716688288186209,0.27710754800526816,
U00439,1,1,0,0.7442492676599106,,
U00440,2,1,1,0.7498271929402341,0.5147486728280849,0.5843965469345233
U00441,2,2,1,0.672390946482909,0.4410759188445903,0.4381846171961122
U00442,4,1,1,0.46352996518294304,0.26504818311360745,
U00443,2,1,1,0.6278159799899905,0.41868787914447636,0.501139057868614
U00444,2,4,1,0.5725506380834061,0.44051594872539046,0.5378719353751633
U00445,3,4,1,0.6008368676313594,,
U00446,0,2,0,0.5004420945196311,,
U00447,4,4,1,0.4285177832326579,0.211001465895852,
U00448,3,2,0,0.5150355072402706,,
U00449,2,0,0,0.5957265115421996,0.4004298956200782,0.5209516906979219
U00450,2,1,1,0.4638426748234797,,
U00451,3,1,0,0.5404185959180352,0.21024817502716064,
U00452,1,4,1,0.6125181772858411,0.39977264088635034,
U00453,1,4,1,0.46261374735368654,,
U00454,0,2,0,0.7626812547859599,0.4864036749926285,
U00455,2,0,1,0.4859680244958057,,
U00456,1,4,0,0.5232701558393276,,
U00457,2,1,0,0.7408764090439168,0.534856208160746,
U00458,1,1,2,0.8421783163648044,0.5319466778183183,0.6146405534477323
U00459,2,0,0,0.6138725801219296,,
U00460,2,4,0,0.6959402420762378,,
U00461,2,4,1,0.7343451349950363,0.5032819890293483,0.5702403609152161
U00462,1,1,1,0.5125021732119294,0.3832033018433286,
U00463,1,0,0,0.7214745104678641,,
U00464,1,2,1,0.7668021219746824,0.5417416313397917,0.6346624857989753
U00465,4,1,1,0.5707202865757994,,
U00466,2,4,1,0.45350504409760084,0.2939625613112489,
U00467,2,3,0,0.5114442426106853,0.3761037268829176,
U00468,0,4,1,0.6705384896051817,,
U00469,2,0,0,0.514239516147767,0.3273901620872326,0.44090197561171013
U00470,4,1,1,0.47599906188112256,0.21687614152123827,0.5280707651752411
U00471,2,0,1,0.6037873720676752,0.4096467224677045,
U00472,4,1,1,0.46863421449060133,0.24980556881175436,
U00473,2,3,1,0.7227662898157001,0.5719201895961714,0.5907936412241513
U00474,0,2,0,0.7278703012427211,0.38660862021802184,
U00475,1,2,1,0.6097231466021844,0.4264631102845844,
U00476,4,2,1,0.5011425227013314,,
U00477,2,0,1,0.4930114151598865,,
U00478,1,4,1,0.618326776402962,,
U00479,4,2,1,0.45602049084592144,0.2180660567478745,0.4831885773930345
U00480,1,3,1,0.5173708980366368,,
U00481,1,4,2,0.4868108920416679,0.32199279692585897,
U00482,1,3,0,0.6044584259512141,0.33558524428992786,
U00483,1,0,1,0.46213935241818765,0.35749647062625356,
U00484,1,4,1,0.6422321920015516,0.3586709197941257,
U00485,1,4,1,0.5053486690517398,0.26677114149153514,0.4167997624719259
U00486,0,1,1,0.5584849398745463,0.2972054192859393,
U00487,2,1,0,0.8252116098398066,0.5832568187996648,0.5986711308380649
U00488,2,1,0,0.7401298049074463,0.38753941742317766,
U00489,4,4,1,0.3806992411090495,0.2952228811134488,
U00490,0,4,0,0.659826643451402,0.4670639257002519,
U00491,1,4,1,0.6665764411461623,0.5314029869786214,
U00492,1,3,1,0.5140031172582225,,
U00493,2,4,1,0.7544368570366641,0.5301584347233926,
U00494,2,4,1,0.568394330770148,0.3578370990393223,
U00495,1,1,2,0.5042563169188891,0.35095719428727234,
U00496,2,1,1,0.6765098870677108,0.41558387797496765,
U00497,1,2,1,0.6464436547285656,,
U00498,2,0,2,0.7463601242060136,0.43330471981231067,
U00499,4,2,0,0.5125888951285176,,
U00500,4,1,0,0.6745690149074792,0.3061314531915599,
U00501,1,0,2,0.7971896350277827,,
U00502,1,1,1,0.5384141385245822,,
U00503,2,1,0,0.6211489834940384,,
U00504,3,1,0,0.6828949312115123,0.3815780112071833,0.5279168081253068
U00505,1,1,0,0.6716345042509583,0.43162840540369335,0.5350471045944267
U00506,2,4,0,0.7751932612828542,0.5367286247946398,0.7079151106680474
